id,name_ja,name_kana,name_en,genus_ja,generation,type1,type2,height,weight,hp,attack,defense,special_attack,special_defense,speed,base_stats_total,is_legendary,is_mythical,flavor_text_ja,sprite_url,artwork_url
807,ゼラオラ,,zeraora,じんらいポケモン,7,electric,,1.5,44.5,88,112,75,102,80,143,600,0,1,両手足の ツメを 帯電させ 相手を 八つ裂き。 かわされても 飛び散る 電撃で 感電させる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png
808,メルタン,,meltan,ナットポケモン,7,steel,,0.2,8.0,46,65,65,55,35,34,300,0,1,とろりと 溶けた 鋼の 体。 地中の 鉄分や 金属を 溶かして 吸収する。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png
809,メルメタル,,melmetal,ナットポケモン,7,steel,,2.5,800.0,135,143,143,80,65,34,600,0,1,鉄を 産み出す 力を 持つと 崇められていた。 ３０００年の 時を 経て なぜか 蘇った。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png
810,サルノリ,,grookey,こざるポケモン,8,grass,,0.3,5.0,50,65,50,40,40,65,310,0,0,特別な スティックで リズムを 刻むと 草花を 元気にする パワーが 音波になって 広がる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png
811,バチンキー,,thwackey,ビートポケモン,8,grass,,0.7,14.0,70,85,70,55,60,80,420,0,0,２本の スティックで 激しい ビートを 刻める バチンキーほど 仲間たちの 尊敬を 集める。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png
812,ゴリランダー,,rillaboom,ドラマーポケモン,8,grass,,2.1,90.0,100,125,90,60,70,85,530,0,0,特別な 切り株の パワーを ドラミングで コントロール。 根っこを 操って 戦う。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png
813,ヒバニー,,scorbunny,うさぎポケモン,8,fire,,0.3,4.5,50,71,40,40,40,69,310,0,0,走りまわって 体温を 上げると 炎エネルギーが 体を 巡り 本来の 力を 発揮できる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png
814,ラビフット,,raboot,うさぎポケモン,8,fire,,0.6,9.0,65,86,60,55,60,94,420,0,0,ふかふかの 体毛で 寒さに 強くなり さらに 高温の 炎技を 出せるようになった。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/814.png
815,エースバーン,,cinderace,ストライカーポケモン,8,fire,,1.4,33.0,80,116,75,65,75,119,530,0,0,小石を リフティングして 炎の サッカーボールを つくる。 するどい シュートで 相手を 燃やす。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/815.png
816,メッソン,,sobble,みずとかげポケモン,8,water,,0.3,4.0,50,40,40,70,40,70,310,0,0,怯えると 玉ねぎ１００個分の 催涙成分を もつ 涙を 流して もらい泣き させる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/816.png
817,ジメレオン,,drizzile,みずとかげポケモン,8,water,,0.7,11.5,65,60,55,95,55,90,420,0,0,手のひらから 出る 水分を 丸めて つくった 水の 玉を 使い 頭脳戦を 繰り広げる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/817.png
818,インテレオン,,inteleon,エージェントポケモン,8,water,,1.9,45.2,70,85,65,125,65,120,530,0,0,多彩な 機能を 隠し持つ。 指から 水を 噴射して 背中の 皮膜で 風に 乗る。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/818.png
819,ホシガリス,,skwovet,ほおばりポケモン,8,normal,,0.3,2.5,70,55,55,35,35,25,275,0,0,ガラルの いたるところに いる。 左右の ほっぺに 木の実を 蓄えていないと 不安。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/819.png
820,ヨクバリス,,greedent,よくばりポケモン,8,normal,,0.6,6.0,120,95,95,55,75,20,460,0,0,しっぽに 木の実を 溜めこむ。 溜めこみすぎて ポロポロ こぼすが 鈍いので 気がつかない。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/820.png
821,ココガラ,,rookidee,ことりポケモン,8,flying,,0.2,1.8,38,47,35,33,35,57,245,0,0,どんな 強敵にも 挑みかかる 勇敢な 性質。 返り討ちに 遭いながらも 鍛えられていく。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/821.png
822,アオガラス,,corvisquire,カラスポケモン,8,flying,,0.8,16.0,68,67,55,43,55,77,365,0,0,足で 小石を つかんで 投げたり ロープを 敵に 巻きつけるなど 道具を あつかう 知恵を もつ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/822.png
823,アーマーガア,,corviknight,カラスポケモン,8,flying,steel,2.2,75.0,98,87,105,53,85,67,495,0,0,ガラル地方の 空では 敵なし。 黒光りする 鋼の 姿は 相手を 威圧し 恐れさせる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/823.png
824,サッチムシ,,blipbug,ようちゅうポケモン,8,bug,,0.4,8.0,25,20,20,25,45,45,180,0,0,いつも せっせと 情報を 集めているので 賢い。 ただし 力は いまいちだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png
825,レドームシ,,dottler,レドームポケモン,8,bug,psychic,0.4,19.5,50,35,80,50,90,30,335,0,0,ほぼ 動かないが 生きている。 飲まず食わずで 殻に こもるうち 超能力に 目覚めたらしい。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png
826,イオルブ,,orbeetle,ななほしポケモン,8,bug,psychic,0.4,40.8,60,45,110,80,120,90,505,0,0,賢い ポケモンとして 有名。 大きな 脳みそは 強力な サイコパワーを もつ 証し。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png
827,クスネ,,nickit,きつねポケモン,8,dark,,0.6,8.9,40,28,28,47,52,50,245,0,0,ほかの ポケモンが みつけた 餌を 掠めて 暮らしている。 ふかふかの 肉球は 足音を たてない。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/827.png
828,フォクスライ,,thievul,きつねポケモン,8,dark,,1.2,19.9,70,58,58,87,92,90,455,0,0,狙った 獲物は こっそり マーキング。 においを 辿って 油断 したころ 盗みに 来るぞ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/828.png
829,ヒメンカ,,gossifleur,はなかざりポケモン,8,grass,,0.4,2.2,40,40,60,40,60,10,250,0,0,一本足を 地面に 刺して 陽の光を たっぷり 浴びると 花びらが 鮮やかに 色づく。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/829.png
830,ワタシラガ,,eldegoss,わたかざりポケモン,8,grass,,0.5,2.5,60,50,90,80,120,60,460,0,0,綿毛の 種は 栄養満点。 風に 乗せて 飛ばして 草木や ポケモンたちを 元気にさせる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png
831,ウールー,,wooloo,ひつじポケモン,8,normal,,0.6,6.0,42,40,55,40,45,48,270,0,0,パーマの かかった 体毛は 高い クッション性が ある。 崖から 落ちても へっちゃら。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png
832,バイウールー,,dubwool,ひつじポケモン,8,normal,,1.3,43.0,72,80,100,60,90,88,490,0,0,弾力の ある 毛で 織った カーペットは トランポリンみたいで 乗れば ピョンピョン 跳ねるのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png
833,カムカメ,,chewtle,くいつきポケモン,8,water,,0.3,8.5,50,64,50,38,38,44,284,0,0,目の前の ものに すぐに 噛みつく 習性。 生えかけの 前歯が 痒いので 噛みついてしまうらしい。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png
834,カジリガメ,,drednaw,かみつきポケモン,8,water,rock,1.0,115.5,90,115,90,48,68,74,485,0,0,狂暴な 性質。 鉄棒を 噛み千切る ほどの 顎の 力で 獲物に ばくりと 噛みつく。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png
835,ワンパチ,,yamper,こいぬポケモン,8,electric,,0.3,13.5,59,45,50,40,50,26,270,0,0,走る ときに しっぽの 根元から 電気を 生み出す。 ガラルでは 牧羊犬として 人気。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png
836,パルスワン,,boltund,いぬポケモン,8,electric,,1.0,34.0,69,90,60,90,60,121,490,0,0,電気を つくって 脚に 送り 走りを アシスト。 三日三晩 休まず 走れるのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png
837,タンドン,,rolycoly,せきたんポケモン,8,rock,,0.3,12.0,30,40,50,40,50,30,240,0,0,およそ４００年前に 炭鉱で 見つかった。 体の ほとんどが 石炭と 同じ 成分。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png
838,トロッゴン,,carkol,せきたんポケモン,8,rock,fire,1.1,78.0,80,60,90,60,70,50,410,0,0,体内で 石炭を つくりだす。 昔の ガラルでは 落とした 石炭を 生活に 利用した。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png
839,セキタンザン,,coalossal,せきたんポケモン,8,rock,fire,2.8,310.5,110,80,120,80,90,30,510,0,0,普段は 穏やかだが 人間が 鉱山を 荒らすと 怒りくるい １５００度の 炎で 焼きつくす。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png
840,カジッチュ,,applin,りんごぐらしポケモン,8,grass,dragon,0.2,0.5,40,40,80,40,40,20,260,0,0,一生 りんごの 中で 暮らし 天敵の 鳥ポケモンに 出会うと りんごの 振りをして 身を守る。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png
841,アップリュー,,flapple,りんごはねポケモン,8,grass,dragon,0.3,1.0,70,110,80,95,60,70,485,0,0,すっぱい りんごを 食べて 進化。 火傷する ほど 強酸性の 液体を 頬袋に 溜める。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png
842,タルップル,,appletun,りんごじるポケモン,8,grass,dragon,0.4,13.0,110,85,80,100,80,30,485,0,0,甘い りんごを 食べて 進化。 体から 甘い においを だして 餌の 虫ポケモンを 引き寄せる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png
843,スナヘビ,,silicobra,すなへびポケモン,8,ground,,2.2,7.6,52,57,75,35,50,46,315,0,0,穴を 掘りながら 食べた 砂を 首の 袋に 溜めている。 ８キロもの 砂が 入るのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png
844,サダイジャ,,sandaconda,すなへびポケモン,8,ground,,3.8,65.5,72,107,125,65,70,71,510,0,0,全身を 縮め １００キロの 砂を 鼻の 穴から 噴射。 砂が ないと 弱気に なるぞ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png
845,ウッウ,,cramorant,うのみポケモン,8,flying,water,0.8,18.0,70,85,55,85,95,85,475,0,0,相手を 一撃で 打ち負かすほど パワフルだが 忘れっぽいので 戦っている 相手を 忘れる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/845.png
846,サシカマス,,arrokuda,とつげきポケモン,8,water,,0.5,1.0,41,63,40,40,30,66,280,0,0,鋭く 尖った 顎が 自慢。 少しでも 動くものを 見つけると 一直線に 突撃する。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/846.png
847,カマスジョー,,barraskewda,くしざしポケモン,8,water,,1.3,30.0,61,123,60,60,50,136,490,0,0,槍のように 尖った 顎は 鋼の 硬さ。 その 身は 驚くほど 美味しいらしい。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/847.png
848,エレズン,,toxel,あかごポケモン,8,electric,poison,0.4,11.0,40,38,35,54,35,40,242,0,0,体内の 毒袋に 溜めた 毒素を 皮膚から 分泌。 触ると ピリピリと 痺れる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/848.png
849,ストリンダー,,toxtricity-amped,パンクポケモン,8,electric,poison,1.6,40.0,75,98,70,114,70,75,502,0,0,胸の 突起を 掻きむしり 電気を 起こすとき あたりに ギターのような 音が 響く。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/849.png
850,ヤクデ,,sizzlipede,はつねつポケモン,8,fire,bug,0.7,1.0,50,65,45,50,50,45,305,0,0,体に 溜めた 可燃ガスで 発熱。 とくに お腹の 黄色い 部分が 熱いのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/850.png
851,マルヤクデ,,centiskorch,はつねつポケモン,8,fire,bug,3.0,120.0,100,115,65,90,90,65,525,0,0,発熱時の 体温は およそ ８００度。 体を 鞭のように しならせて 跳びかかってくるぞ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/851.png
852,タタッコ,,clobbopus,だだっこポケモン,8,fighting,,0.6,4.0,50,68,60,50,50,32,310,0,0,餌を 求め 地上に 上がる。 好奇心旺盛で 目にしたものは とりあえず 触手で 殴る。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png
853,オトスパス,,grapploct,じゅうじゅつポケモン,8,fighting,,1.6,39.0,80,118,90,70,80,42,480,0,0,全身が 筋肉の 塊。 触手を 使って 繰りだす 絞め技の 威力は 凄まじい。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png
854,ヤバチャ,,sinistea,こうちゃポケモン,8,ghost,,0.1,0.2,40,45,45,74,54,50,308,0,0,残され 冷えきった 紅茶に さみしがりやな 魂が 宿り ポケモンに なったと いわれている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/854.png
855,ポットデス,,polteageist,こうちゃポケモン,8,ghost,,0.2,0.4,60,65,65,134,114,70,508,0,0,アンティークの ポットに 棲みつく。 ほとんどが 贋作だが ごくまれに 真作が 見つかる ことも。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/855.png
856,ミブリム,,hatenna,おだやかポケモン,8,psychic,,0.4,3.4,42,30,45,56,53,39,265,0,0,頭の 突起で 生物の 気持ちを 感じとる。 穏やかな ものにしか 心を 開かない。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/856.png
857,テブリム,,hattrem,せいしゅくポケモン,8,psychic,,0.6,4.8,57,40,65,86,73,49,370,0,0,強い 感情を もつ ものは それが 誰であれ 黙らせる。 その手段は じつに 乱暴。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/857.png
858,ブリムオン,,hatterene,せいじゃくポケモン,8,psychic,fairy,2.1,5.1,57,90,95,136,103,29,510,0,0,頭痛になるほどの サイコパワーを 周囲に 放って ほかの 生物を 遠ざけているのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/858.png
859,ベロバー,,impidimp,いじわるポケモン,8,dark,fairy,0.4,5.5,45,45,30,55,40,50,265,0,0,人や ポケモンが 嫌がる ときに 発する マイナスエネルギーを 鼻から 吸いこみ 元気になる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/859.png
860,ギモー,,morgrem,しょうわるポケモン,8,dark,fairy,0.8,12.5,65,60,45,75,55,70,370,0,0,土下座して 謝る 振りをして 槍のように 尖った 後ろ髪で 突き刺してくる 戦法を 使う。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/860.png
861,オーロンゲ,,grimmsnarl,ビルドアップポケモン,8,dark,fairy,1.5,61.0,95,120,65,95,75,60,510,0,0,髪の毛を 全身に 巻きつけると 筋力が アップ。 カイリキーを ねじ伏せる パワーを 発揮する。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/861.png
862,タチフサグマ,,obstagoon,ていしポケモン,8,dark,normal,1.6,46.0,93,90,101,60,81,95,520,0,0,凄まじい 声量を もつ。 シャウトとともに 威嚇するさまは ブロッキングと 呼ばれている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/862.png
863,ニャイキング,,perrserker,バイキングポケモン,8,steel,,0.8,28.0,70,110,100,50,60,50,440,0,0,頭の 体毛が 硬質化して 鉄の ヘルメットのように なった。 とても 好戦的な 性質。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/863.png
864,サニゴーン,,cursola,さんごポケモン,8,ghost,,1.0,0.4,60,95,50,145,130,30,510,0,0,霊力が 高まり 殻から 解き放たれた。 霊体で 核の 魂を 守っている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/864.png
865,ネギガナイト,,sirfetchd,かるがもポケモン,8,fighting,,0.8,117.0,62,135,95,68,82,65,507,0,0,歴戦を 生き抜いた ものが この姿に 進化する。 ネギが 枯れるとき 戦場を 去る。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png
866,バリコオル,,mr-rime,コメディアンポケモン,8,ice,psychic,1.5,58.2,80,85,75,110,100,70,520,0,0,タップダンスの 達人。 氷で できた ステッキを 振り 軽やかな ステップを 披露する。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png
867,デスバーン,,runerigus,おんねんポケモン,8,ground,ghost,1.6,66.6,58,95,145,50,105,30,483,0,0,強い 呪いを こめて 描かれた 古代の 絵が デスマスの 魂を 取り込み 動きだした。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png
868,マホミル,,milcery,クリームポケモン,8,fairy,,0.2,0.3,45,40,40,50,61,34,270,0,0,クリームで できた 体を もつ。 空気中の 甘い 香りの 成分が 集まって 生まれた。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/868.png
869,マホイップ,,alcremie,クリームポケモン,8,fairy,,0.3,0.5,65,60,75,110,121,64,495,0,0,信頼する トレーナーには クリームで デコレーションした 木の実を ふるまって くれるのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png
870,タイレーツ,,falinks,じんけいポケモン,8,fighting,,3.0,62.0,65,100,100,70,60,75,470,0,0,ヘイチョーと 呼ばれる １匹と ヘイと 呼ばれる ５匹で ひとつ。 ヘイチョーの 命令は 絶対。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png
871,バチンウニ,,pincurchin,うにポケモン,8,electric,,0.3,1.0,48,101,95,91,85,15,435,0,0,棘の 先から 電気を 放つ。 鋭い 歯で 岩に ついた 海藻を こそいで 食べる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/871.png
872,ユキハミ,,snom,いもむしポケモン,8,ice,bug,0.3,3.8,30,25,35,45,30,20,185,0,0,冷気の 混ざった 糸を 吐く。 糸で 体を 枝に 巻きつけ 氷柱の 振りをして 眠るのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/872.png
873,モスノウ,,frosmoth,こおりがポケモン,8,ice,bug,1.3,42.0,70,65,60,125,90,65,475,0,0,はねの 温度は マイナス１８０度。 冷気を 込めた りんぷんを 雪の ように ふりまき 野山を 飛ぶ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/873.png
874,イシヘンジン,,stonjourner,きょせきポケモン,8,rock,,2.5,520.0,100,125,135,20,20,70,470,0,0,大草原の 中で たたずみ 陽の 傾きを 眺めて 暮らす。 ダイナミックな 蹴り技が 得意。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/874.png
875,コオリッポ,,eiscue-ice,ペンギンポケモン,8,ice,,1.4,89.0,75,80,110,65,90,50,470,0,0,とても 寒い 場所から 流れ 流されて やってきた。 氷で 顔を つねに 冷やして いるのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/875.png
876,イエッサン,,indeedee-male,かんじょうポケモン,8,psychic,normal,0.9,28.0,60,65,55,105,95,95,475,0,0,頭の ツノで 相手の 気持ちを 感じとる。 オスは 従者の ように 主のそばで 世話を焼く。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/876.png
877,モルペコ,,morpeko-full-belly,にめんポケモン,8,electric,dark,0.3,3.0,58,95,58,70,58,97,436,0,0,いつも お腹を すかせている。 ポケットの ような 袋に 入れた タネを 食べて 電気を つくる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/877.png
878,ゾウドウ,,cufant,どうぞうポケモン,8,steel,,1.2,100.0,72,80,49,40,49,40,330,0,0,５トンの 荷物を もっても 平気な 力持ち ポケモン。 鼻を 使って 土を 掘る。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/878.png
